Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
21,2B,Marco Scutaro\scutama01,38,5,13,11,1,1,0,0,0,0,0,0,1,3,.091,.167,.091,.258,-23,1,1,0,1,0,0
22,2B,Dan Uggla\ugglada01,34,4,12,11,1,0,0,0,0,0,0,0,1,6,.000,.083,.000,.083,-73,0,0,0,0,0,0
23,CF,Gary Brown\brownga02,25,7,7,7,1,3,0,0,0,1,0,0,0,0,.429,.429,.429,.857,148,3,0,0,0,0,0
24,IF,Tony Abreu#\abreuto01,29,3,4,4,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,1,0,0,0,0
25,C,Guillermo Quiroz\quirogu01,32,2,3,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0
26,P,Madison Bumgarner\bumgama01,24,31,78,66,10,17,2,0,4,15,0,0,2,29,.258,.286,.470,.755,113,31,0,1,8,1,0
27,P,Ryan Vogelsong\vogelry01,36,31,66,61,3,7,2,0,0,2,0,0,2,20,.115,.156,.148,.304,-12,9,1,1,2,0,0
28,P,Tim Hudson\hudsoti01,38,28,62,53,0,2,0,0,0,1,0,0,2,20,.038,.089,.038,.127,-62,2,4,1,6,0,0
29,P,Tim Lincecum*\linceti01,30,32,53,44,2,3,0,0,0,1,0,0,4,26,.068,.146,.068,.214,-36,3,1,0,5,0,0
30,P,Matt Cain\cainma01,29,14,30,27,1,4,0,0,0,0,0,0,2,13,.148,.233,.148,.381,13,4,0,1,0,0,0
31,P,Yusmeiro Petit\petityu01,29,36,27,25,2,1,0,0,0,0,0,0,1,13,.040,.077,.040,.117,-65,1,0,0,1,0,0
32,P,Jake Peavy\peavyja01,33,11,24,23,1,0,0,0,0,0,0,0,0,14,.000,.000,.000,.000,-100,0,0,0,1,0,0
33,P,David Huff#\huffda01,29,16,3,3,1,1,0,0,0,0,0,0,0,2,.333,.333,.333,.667,93,1,0,0,0,0,0
34,P,Jean Machi\machije01,32,68,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,1,0,0
35,P,George Kontos\kontoge01,29,22,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,1,0,0
36,P,Chris Heston\hestoch01,26,3,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0
37,P,Santiago Casilla\garcija01,33,52,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0
38,P,J.C. Gutierrez\gutieju01,30,57,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0
39,P,Mike Kickham*\kickhmi01,25,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
40,P,Jeremy Affeldt*\affelje01,35,59,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
41,P,Jake Dunning\dunnija01,25,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
42,P,Brett Bochy\bochybr02,26,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
43,P,Hunter Strickland\strichu01,25,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
44,P,Sergio Romo\romose01,31,62,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
45,P,Javier Lopez*\lopezja02,36,62,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
46,P,Erik Cordier\cordier01,28,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
